content_id,title,genre,content_type,total_views,avg_completion_rate,content_length_mins,efficiency_score,tier,quadrant
C0651,Title_255,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0392,Title_647,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0650,Title_902,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0392,Title_835,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0123,Title_692,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0123,Title_636,Thriller,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0123,Title_575,Action,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0891,Title_381,Horror,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0650,Title_573,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0648,Title_779,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0394,Title_515,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0892,Title_765,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0648,Title_685,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0124,Title_685,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0120,Title_232,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0397,Title_210,Action,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0397,Title_264,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0120,Title_124,Reality,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0397,Title_540,Comedy,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0645,Title_850,Horror,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0397,Title_679,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0119,Title_913,Documentary,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0645,Title_73,Horror,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0397,Title_82,Comedy,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0398,Title_125,Horror,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0119,Title_63,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0398,Title_457,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0895,Title_641,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0398,Title_535,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0119,Title_254,Comedy,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0645,Title_205,Animation,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0398,Title_799,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0644,Title_947,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0397,Title_17,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0894,Title_92,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0396,Title_992,Animation,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0396,Title_10,Comedy,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0394,Title_746,Romance,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0394,Title_821,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0394,Title_830,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0121,Title_871,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0395,Title_317,Action,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0647,Title_663,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0121,Title_545,Reality,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0647,Title_475,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0396,Title_151,Drama,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0120,Title_442,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0893,Title_964,Comedy,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0893,Title_98,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0396,Title_40,Documentary,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0894,Title_387,Comedy,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0396,Title_832,Thriller,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0894,Title_718,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0396,Title_889,Sci-Fi,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0396,Title_899,Documentary,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0651,Title_656,Sci-Fi,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0651,Title_71,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0391,Title_838,Sci-Fi,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0886,Title_525,Romance,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0655,Title_932,Comedy,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0886,Title_604,Comedy,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0129,Title_859,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0655,Title_648,Drama,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0129,Title_59,Horror,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0386,Title_615,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0655,Title_512,Documentary,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0129,Title_479,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0655,Title_504,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0129,Title_448,Romance,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0129,Title_393,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0386,Title_915,Sci-Fi,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0887,Title_128,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0655,Title_313,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0887,Title_335,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0887,Title_471,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0387,Title_552,Animation,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0654,Title_737,Action,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0387,Title_597,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0886,Title_564,Documentary,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0886,Title_503,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0896,Title_204,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0385,Title_677,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0384,Title_656,Horror,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0885,Title_41,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0657,Title_289,Animation,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0384,Title_777,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0885,Title_489,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0131,Title_417,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0384,Title_952,Comedy,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0384,Title_954,Horror,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0885,Title_800,Horror,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0656,Title_962,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0656,Title_932,Thriller,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0130,Title_997,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0385,Title_318,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0385,Title_372,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0385,Title_382,Romance,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0885,Title_912,Sci-Fi,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0885,Title_985,Documentary,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0385,Title_608,Thriller,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0656,Title_61,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0387,Title_644,Documentary,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0654,Title_519,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0654,Title_403,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0127,Title_82,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0390,Title_470,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0889,Title_183,Thriller,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0889,Title_187,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0126,Title_100,Action,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0889,Title_216,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0889,Title_23,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0390,Title_640,Horror,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0652,Title_593,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0125,Title_932,Horror,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0889,Title_503,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0889,Title_538,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0390,Title_852,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0390,Title_938,Horror,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0125,Title_381,Sci-Fi,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0651,Title_971,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0125,Title_377,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0889,Title_864,Animation,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0391,Title_415,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0124,Title_878,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0126,Title_379,Thriller,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0888,Title_997,Reality,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0126,Title_619,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0653,Title_479,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0654,Title_340,Reality,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0887,Title_845,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0888,Title_106,Thriller,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0388,Title_272,Horror,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0654,Title_170,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0127,Title_448,Thriller,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0653,Title_954,Thriller,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0127,Title_240,Horror,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0389,Title_257,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0390,Title_159,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0888,Title_405,Documentary,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0888,Title_411,Thriller,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0126,Title_939,Horror,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0653,Title_440,Drama,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0389,Title_581,Animation,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0126,Title_818,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0389,Title_960,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0390,Title_115,Action,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0399,Title_107,Comedy,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0399,Title_219,Drama,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0644,Title_359,Sci-Fi,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0902,Title_417,Drama,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0637,Title_439,Documentary,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0407,Title_280,Horror,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0902,Title_497,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0902,Title_562,Action,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0110,Title_553,Drama,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0637,Title_399,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0902,Title_885,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0636,Title_792,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0903,Title_228,Romance,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0903,Title_288,Drama,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0408,Title_11,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0109,Title_938,Reality,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0636,Title_535,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0636,Title_523,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0408,Title_14,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0109,Title_765,Documentary,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0109,Title_665,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0636,Title_399,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0408,Title_640,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0407,Title_206,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0110,Title_833,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0885,Title_29,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0902,Title_368,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0405,Title_820,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0638,Title_893,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0112,Title_183,Documentary,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0112,Title_104,Reality,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0638,Title_440,Reality,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0638,Title_436,Documentary,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0638,Title_388,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0406,Title_438,Romance,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0111,Title_436,Comedy,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0111,Title_348,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0637,Title_853,Drama,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0406,Title_667,Animation,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0406,Title_668,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0406,Title_880,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0637,Title_659,Animation,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0111,Title_123,Action,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0902,Title_239,Reality,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0110,Title_98,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0902,Title_350,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0636,Title_128,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0408,Title_901,Documentary,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0109,Title_440,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0635,Title_68,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0107,Title_83,Horror,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0410,Title_837,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0410,Title_892,Comedy,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0633,Title_847,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0411,Title_350,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0411,Title_361,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0906,Title_401,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0107,Title_51,Drama,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0107,Title_388,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0411,Title_440,Sci-Fi,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0411,Title_716,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0633,Title_223,Comedy,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0632,Title_974,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0906,Title_947,Thriller,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0906,Title_956,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0906,Title_995,Animation,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0106,Title_617,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0412,Title_229,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0632,Title_650,Documentary,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0905,Title_874,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0905,Title_803,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0410,Title_654,Thriller,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0409,Title_985,Action,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0635,Title_514,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0409,Title_428,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0409,Title_431,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0409,Title_539,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0904,Title_443,Animation,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0108,Title_877,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0635,Title_176,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0409,Title_942,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0634,Title_910,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0905,Title_801,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0410,Title_151,Horror,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0108,Title_54,Action,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0634,Title_877,Sci-Fi,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0410,Title_173,Animation,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0410,Title_315,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0905,Title_430,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0410,Title_383,Documentary,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0905,Title_539,Horror,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0112,Title_380,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0638,Title_901,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0405,Title_777,Reality,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0402,Title_265,Horror,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0400,Title_902,Documentary,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0898,Title_104,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0400,Title_969,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0898,Title_224,Drama,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0401,Title_14,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0642,Title_309,Horror,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0116,Title_393,Horror,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0898,Title_668,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0401,Title_6,Sci-Fi,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0116,Title_307,Thriller,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0116,Title_284,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0116,Title_251,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0401,Title_790,Animation,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0898,Title_670,Comedy,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0401,Title_802,Documentary,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0898,Title_779,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0898,Title_779,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0115,Title_978,Action,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0115,Title_933,Reality,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0116,Title_920,Action,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0117,Title_317,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0897,Title_21,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0118,Title_137,Animation,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0896,Title_330,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0896,Title_340,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0118,Title_497,Thriller,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0399,Title_221,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0399,Title_387,Drama,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0399,Title_401,Sci-Fi,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0896,Title_703,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0399,Title_481,Reality,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0118,Title_114,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0117,Title_495,Action,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0896,Title_878,Horror,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0399,Title_947,Comedy,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0896,Title_963,Animation,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0643,Title_535,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0117,Title_78,Action,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0117,Title_779,Romance,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0400,Title_161,Thriller,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0897,Title_156,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0402,Title_220,Documentary,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
C0402,Title_626,Drama,Movie,1,1.0000,30.0000,54.6314,Elite,Star Content
C0901,Title_413,Drama,Series,1,1.0000,30.0000,54.6314,Elite,Star Content
